origin,origin_length,game_order,text_jp,text_en,verified,game_order
0x0e049fd8,20,3171,うばわれてしまいま\n,,,
0x0e049fec,8,3172,した。\k,,,
0x0e049ff4,20,3173,王子様はシンデレラ\n,,,
0x0e04a008,20,3174,に近づき、かの女に\n,,,
0x0e04a01c,20,3175,プロポーズをしまし\n,,,
0x0e04a030,6,3176,た。\k,,,
0x0e04a038,22,3177,キミはわたしの星だ、\n,,,
0x0e04a050,16,3178,月だ、太陽だ。\k,,,
0x0e04a060,24,3179,キミのいない世界など、\n,,,
0x0e04a078,22,3180,わたしにとってはヤミ\n,,,
0x0e04a090,14,3181,そのものだ!\k,,,
0x0e04a0a0,18,3182,だから、わたしと\n,,,
0x0e04a0b4,22,3183,ケッコンしてほしい。\k,,,
0x0e04a0cc,8,3184,ねえ、\n,,,
0x0e04a0d4,22,3185,ここでわざわざクツを\n,,,
0x0e04a0ec,26,3186,置いてにげる必要はある?\k,,,
0x0e04a108,28,3187,別に必要ないと思うけどな。\k,,,
0x0e04a124,10,3188,じゃあ、\n,,,
0x0e04a130,28,3189,返事をしちゃっていいよね。\k,,,
0x0e04a14c,20,3190,シンデレラは王子の\n,,,
0x0e04a160,20,3191,告白に、ほほを赤く\n,,,
0x0e04a174,20,3192,そめながらうなずき\n,,,
0x0e04a188,9,3194,『はい』,,,
0x0e04a194,20,3195,おしろでは王子様の\n,,,
0x0e04a1a8,20,3196,おきさきが決まった\n,,,
0x0e04a1bc,20,3197,ために、セイダイな\n,,,
0x0e04a1d0,20,3198,花火が打ち上げられ\k,,,
0x0e04a1e4,14,3199,ぶとう会から\n,,,
0x0e04a1f4,16,3200,シュクガ会に、\n,,,
0x0e04a204,18,3201,ぶたいがそのまま\n,,,
0x0e04a218,21,3202,変わったのでした。\k\n,,,
0x0e04a230,20,3204,めでたしめでたし。\k,,,
0x0e04a244,20,3205,でも12時にくつを\n,,,
0x0e04a258,24,3206,置いて走り去るシーンが\n,,,
0x0e04a270,14,3207,ないと………\k,,,
0x0e04a280,26,3208,どうもシンデレラらしさが\n,,,
0x0e04a29c,14,3209,ないよねえ?\k,,,
0x0e04a2ac,20,3210,とりあえず、だよ!\n,,,
0x0e04a2c0,20,3211,しかたないでしょ。\k,,,
0x0e04b920,10,3212,次は何?\k,,,
0x0e04b92c,24,3213,オオカミがいるところを\n,,,
0x0e04b944,24,3214,見ると、赤ずきんちゃん\n,,,
0x0e04b95c,12,3215,みたいね。\k,,,
0x0e04b968,20,3216,むかしむかし、ある\n,,,
0x0e04b97c,20,3217,森にオオカミが住ん\n,,,
0x0e04b990,14,3218,でいました。\k,,,
0x0e04b9a0,12,3219,おおかみは\n,,,
0x0e04b9ac,20,3220,いつもいつもおなか\n,,,
0x0e04b9c0,20,3221,をすかせていました\n,,,
0x0e04b9d4,20,3222,が、カンジンなエサ\n,,,
0x0e04b9e8,20,3223,がドコにもありませ\n,,,
0x0e04b9fc,12,3224,んでした。\k,,,
0x0e04ba08,16,3225,ねえ、これって\n,,,
0x0e04ba18,22,3226,パンプキンのせいで、\n,,,
0x0e04ba30,28,3227,赤ずきんちゃんがいないの?\k,,,
0x0e04ba4c,10,3228,う…ん。\n,,,
0x0e04ba58,26,3229,主人公がいないんだから、\n,,,
0x0e04ba74,18,3230,きっとそうだね。\k,,,
0x0e04ba88,10,3231,やがて、\n,,,
0x0e04ba94,20,3232,オオカミはおなかが\n,,,
0x0e04baa8,18,3233,すきすぎて死んで\n,,,
0x0e04babc,16,3234,しまいました。\k,,,
0x0e04bacc,14,3235,森の中には、\n,,,
0x0e04badc,14,3236,一人ぐらしの\n,,,
0x0e04baec,14,3237,おばあさんも\n,,,
0x0e04bafc,12,3238,いました。\k,,,
0x0e04bb08,20,3239,おばあさんは病気に\n,,,
0x0e04bb1c,20,3240,かかっていたのです\n,,,
0x0e04bb30,20,3241,が、ダレもおみまい\n,,,
0x0e04bb44,18,3242,にきてくれる人は\n,,,
0x0e04bb58,18,3243,いませんでした。\k,,,
0x0e04bb6c,20,3244,だから、おばあさん\n,,,
0x0e04bb80,20,3245,は病気で死んでしま\n,,,
0x0e04bb94,9,3247,が〜ん\k\n,,,
0x0e04bba0,12,3248,何で〜ッ!\k,,,
0x0e04bbac,22,3249,\>\nめでたしめでたし。\k,,,
0x0e04bbc4,24,3250,全然めでたくないよ〜!\k,,,
0x0e04bbdc,16,3251,これはひとつ、\n,,,
0x0e04bbec,20,3252,\%\Mちゃんが赤ずきん\n,,,
0x0e04bc00,28,3253,ちゃんになるしかないのお。\k,,,
0x0e04bc1c,26,3254,うん。ページをもどして!\k,,,
0x0e04bc38,20,3255,むかしむかし、赤い\n,,,
0x0e04bc4c,18,3256,ずきんをかぶって\n,,,
0x0e04bc60,16,3257,いることから、\n,,,
0x0e04bc70,18,3258,赤ずきんちゃんと\n,,,
0x0e04bc84,20,3259,よばれている女の子\n,,,
0x0e04bc98,16,3260,がおりました。\k,,,
0x0e04bca8,20,3261,赤ずきんちゃんには\n,,,
0x0e04bcbc,18,3262,森に一人で住んで\n,,,
0x0e04bcd0,18,3263,いるおばあさんが\n,,,
0x0e04bce4,20,3265,でも、おばあさんは\n,,,
0x0e04bcf8,16,3266,病気にかかって\n,,,
0x0e04bd08,18,3267,しまったのです。\k,,,
0x0e04bd1c,10,3268,そこで、\n,,,
0x0e04bd28,20,3269,赤ずきんちゃんは、\n,,,
0x0e04bd3c,20,3270,大きな犬と三輪車、\n,,,
0x0e04bd50,18,3271,そして女の子と、\n,,,
0x0e04bd64,20,3272,クマの人形のおとも\n,,,
0x0e04bd78,12,3273,を連れて、\k,,,
0x0e04bd84,14,3274,おばあさんの\n,,,
0x0e04bd94,20,3275,おみまいにゆくこと\n,,,
0x0e04bda8,14,3276,にしました。\k,,,
0x0e04bdb8,8,3277,あれ?\n,,,
0x0e04bdc0,16,3278,\%\Bがいないよ。\k,,,
0x0e04bdd0,27,3279,うん、カゴの中にいるの。\k\n,,,
0x0e04bdec,26,3280,あとでおおかみをやっつけ\n,,,
0x0e04be08,18,3281,てもらわなきゃ。\k,,,
0x0e04be1c,10,3282,そっか。\k,,,
0x0e04be28,20,3283,森の中には、おなか\n,,,
0x0e04be3c,20,3284,をすかせたオオカミ\n,,,
0x0e04be50,20,3285,も住んでいました。\k,,,
0x0e04be64,20,3286,オオカミは赤ずきん\n,,,
0x0e04be78,16,3287,ちゃんの一行を\n,,,
0x0e04be88,20,3288,目げきしスキあらば\n,,,
0x0e04be9c,18,3289,赤ずきんちゃんを\n,,,
0x0e04beb0,16,3290,食べちゃおうと\n,,,
0x0e04bec0,18,3291,たくらみました。\k,,,
0x0e04bed4,20,3292,そして、先回りして\n,,,
0x0e04bee8,18,3293,おばあさんの家に\n,,,
0x0e04befc,18,3294,向かったのです。\k,,,
0x0e04bf10,20,3296,乗りこんだオオカミ\n,,,
0x0e04bf24,18,3297,は、おばあさんを\n,,,
0x0e04bf38,20,3298,食べちゃおうかとも\n,,,
0x0e04bf4c,14,3299,考えました。\k,,,
0x0e04bf5c,20,3300,んーでも、もうすぐ\n,,,
0x0e04bf70,26,3301,もっともっとおいしそうな\n,,,
0x0e04bf8c,28,3302,赤ずきんがやってくるなあ。\k,,,
0x0e04bfa8,26,3303,おばあさんなんかやめて、\n,,,
0x0e04bfc4,22,3304,おなかすかせて待って\n,,,
0x0e04bfdc,12,3305,ようっと!\k,,,
0x0e04bfe8,20,3306,おおかみは、小屋の\n,,,
0x0e04bffc,18,3307,中におばあさんを\n,,,
0x0e04c010,20,3308,放りこんでしまい、\k,,,
0x0e04c024,14,3309,おばあさんに\n,,,
0x0e04c034,14,3310,なりすまして\n,,,
0x0e04c044,16,3312,待ちかまえたの\n,,,
0x0e04c054,8,3313,です。\k,,,
0x0e04c05c,18,3315,赤ずきんちゃんが\n,,,
0x0e04c070,18,3316,あらわれました。\k,,,
0x0e04c084,20,3317,ごめんくださ〜い。\k,,,
0x0e04c098,18,3318,オオカミは、シタ\n,,,
0x0e04c0ac,20,3319,なめずりをしてから\n,,,
0x0e04c0c0,18,3320,返事をしました。\k,,,
0x0e04c0d4,24,3321,だれだい? ゲホゲホ。\k,,,
0x0e04c0ec,26,3322,おばあさん、あたしです。\n,,,
0x0e04c108,22,3323,赤ずきんちゃんです。\k,,,
0x0e04c120,22,3324,おお、よくきたのう、\n,,,
0x0e04c138,12,3325,ゲホゲホ。\n,,,
0x0e04c144,20,3326,さあさあ、お入り。\k,,,
0x0e04c158,10,3327,は〜い。\k,,,
0x0e04c164,20,3328,オオカミは、目から\n,,,
0x0e04c178,20,3329,下をふとんでおおい\n,,,
0x0e04c18c,18,3330,かくして赤ずきん\n,,,
0x0e04c1a0,16,3331,ちゃんのスキを\n,,,
0x0e04c1b0,18,3332,うかがいました。\k,,,
0x0e04c1c4,16,3333,でも、おともが\n,,,
0x0e04c1d4,16,3334,見はっていて、\n,,,
0x0e04c1e4,18,3335,赤ずきんにおそい\n,,,
0x0e04c1f8,18,3336,かかるスキがあり\n,,,
0x0e04c20c,10,3337,ません。\k,,,
0x0e04c218,15,3338,おばあさん、\k\n,,,
0x0e04c228,20,3339,おみまいにきたの!\k,,,
0x0e04c23c,28,3340,おお、それはすまないねえ。\k,,,
0x0e04c258,7,3341,あら?,,,
0x0e04c260,2,3342,\k,,,
0x0e04c264,18,3343,おばあさんの声、\n,,,
0x0e04c278,22,3344,なんだかしわがれてて\n,,,
0x0e04c290,20,3345,オオカミみたいね。\k,,,
0x0e04c2a4,9,3346,ドキッ!,,,
0x0e04c2b0,18,3348,オオカミは、いき\n,,,
0x0e04c2c4,20,3349,なりズボシをついた\n,,,
0x0e04c2d8,18,3350,赤ずきんちゃんの\n,,,
0x0e04c2ec,18,3351,言葉に青ざめまし\n,,,
0x0e04c300,6,3352,た。\k,,,
0x0e04c308,22,3353,か、カゼをひいている\n,,,
0x0e04c320,14,3354,からねえ……\k,,,
0x0e04c330,11,3355,ふ〜ん。\k\n,,,
0x0e04c33c,11,3356,あれあれ?,,,
0x0e04c348,22,3358,おばあさんの耳って、\n,,,
0x0e04c360,24,3359,なんだかオオカミみたく\n,,,
0x0e04c378,28,3360,でっかくてとがってるのね。\k,,,
0x0e04c394,13,3361,ギクギクッ!,,,
0x0e04c3a4,18,3364,二度目のズボシを\n,,,
0x0e04c3b8,18,3365,つく言葉に、オオ\n,,,
0x0e04c3cc,18,3366,カミはさらに青ざ\n,,,
0x0e04c3e0,18,3367,め、ふるえ始めま\n,,,
0x0e04c3f4,8,3368,した。\k,,,
0x0e04c3fc,22,3369,そそそ、そ、それは、\n,,,
0x0e04c414,20,3370,おまえの声が、よく\n,,,
0x0e04c428,24,3371,聞こえるようにだよ……\k,,,
0x0e04c440,20,3372,人間の耳って大きく\n,,,
0x0e04c454,24,3373,なったりするのかしら。\n,,,
0x0e04c46c,8,3374,ねぇ?\k,,,
0x0e04c474,22,3375,と…時々あるんだよ。\k,,,
0x0e04c48c,20,3376,そっ、 ほ、ほら、\n,,,
0x0e04c4a0,24,3377,トツゼンヘンイとかって\n,,,
0x0e04c4b8,20,3378,やつよ。うんうん。\k,,,
0x0e04c4cc,9,3379,ふ〜ん、,,,
0x0e04c4d8,14,3380,そうなんだ。\k,,,
0x0e04c4e8,7,3381,あら、,,,
0x0e04c4f0,22,3383,おばあさんの口って、\n,,,
0x0e04c508,26,3384,オオカミみたくでっかいの\n,,,
0x0e04c524,8,3385,ねえ。\k,,,
0x0e04c52c,10,3386,あたし、\n,,,
0x0e04c538,28,3387,一口で食べられちゃいそう。\k,,,
0x0e04c554,21,3388,ドキドキドッキ〜ン!,,,
0x0e04c56c,18,3390,さらなる赤ずきん\n,,,
0x0e04c580,18,3391,ちゃんの言葉に、\n,,,
0x0e04c594,20,3392,オオカミはまっ青に\n,,,
0x0e04c5a8,20,3393,なり、息もたえだえ\n,,,
0x0e04c5bc,18,3394,とした様子です。\k,,,
0x0e04c5d0,23,3395,そ…そんな、\kおまえ…\k,,,
0x0e04c5e8,22,3396,最近いるらしいんだ。\k,,,
0x0e04c600,26,3397,かわいい女のコをだまして\n,,,
0x0e04c61c,24,3398,食べちゃう、ゴクアクな\n,,,
0x0e04c634,16,3399,オオカミがさ。\k,,,
0x0e04c644,16,3400,お、おまえも、\n,,,
0x0e04c654,28,3401,き、気をつけなきゃね……。\k,,,
0x0e04c670,22,3402,おまえは、とっても、\n,,,
0x0e04c688,24,3403,かわいいんだからねえ。\k,,,
0x0e04c6a0,20,3405,このオオカミの言葉\n,,,
0x0e04c6b4,18,3406,にニッコリとほほ\n,,,
0x0e04c6c8,18,3407,えんでうなずきま\n,,,
0x0e04c6dc,18,3409,うん。\kそうだ!\k\n,,,
0x0e04c6f0,20,3410,おばあさんのために\n,,,
0x0e04c704,24,3411,ごちそう作ってきたの。\k,,,
0x0e04c71c,12,3412,見て見て。\k,,,
0x0e04c728,11,3413,どれどれ?,,,
0x0e04c734,12,3414,オオカミは\n,,,
0x0e04c740,14,3415,チャ〜ンスと\n,,,
0x0e04c750,13,3416,考えました。,,,
0x0e04c760,16,3418,カゴの中を見る\n,,,
0x0e04c770,20,3419,どさくさにまぎれて\n,,,
0x0e04c784,20,3421,ことを食べてしまお\n,,,
0x0e04c798,20,3422,うと考えたのです。\k,,,
0x0e04c7ac,12,3423,ところが、\n,,,
0x0e04c7b8,14,3424,カゴのフタが\n,,,
0x0e04c7c8,16,3425,開いたとたん、\n,,,
0x0e04c7d8,12,3426,小さい犬が\n,,,
0x0e04c7e4,12,3427,飛び出して\k,,,
0x0e04c7f0,18,3428,アングリと大口を\n,,,
0x0e04c804,20,3429,開いていたオオカミ\n,,,
0x0e04c818,20,3430,のアゴにかみついて\n,,,
0x0e04c82c,20,3431,オオカミをやっつけ\n,,,
0x0e04c840,17,3432,てしまいました。,,,
0x0e04c854,12,3434,ひえ〜っ!\n,,,
0x0e04c860,28,3435,まいった、まいりましたぁ。\k,,,
0x0e04c87c,14,3436,やったね!!\k,,,
0x0e04c88c,20,3438,小屋の中に放りこま\n,,,
0x0e04c8a0,20,3439,れていたおばあさん\n,,,
0x0e04c8b4,20,3440,を助け出しました。\k,,,
0x0e04c8c8,10,3441,そして、\n,,,
0x0e04c8d4,14,3442,通りがかった\n,,,
0x0e04c8e4,20,3443,りょうしのおじさん\n,,,
0x0e04c8f8,18,3444,にオオカミを引き\n,,,
0x0e04c90c,10,3445,わたし、\k,,,
0x0e04c918,20,3446,森に平和をもたらし\n,,,
0x0e04c92c,14,3447,たのでした。\n,,,
0x0e04c93c,3,3448,\>\n,,,
0x0e04c940,20,3449,めでたしめでたし。\k,,,
0x0e04c954,22,3450,ねえ、キリがないよ。\n,,,
0x0e04c96c,22,3451,どうやったら絵本から\n,,,
0x0e04c984,16,3452,出られるの??\k,,,
0x0e04c994,21,3453,仕方ないであるな。\k\n,,,
0x0e04c9ac,12,3454,\%\Mちゃん、\k,,,
0x0e04c9b8,14,3455,ここは一つ、\n,,,
0x0e04c9c8,22,3456,フラワーブレスの力を\n,,,
0x0e04c9e0,24,3457,借りてはどうであるか?\k,,,
0x0e04c9f8,11,3458,そっか!\k\n,,,
0x0e04ca04,14,3459,もっと、早く\n,,,
0x0e04ca14,22,3460,気づけばよかったね。\k,,,
0x0e04ca2c,12,3461,\%\Mちゃん、\n,,,
0x0e04ca38,14,3462,お願いして!\k,,,
0x0e04ca48,8,3463,うん。\n,,,
0x0e04ca50,18,3464,フラワーブレス!\k,,,
0x0e04ca64,10,3465,お願い!\n,,,
0x0e04ca70,22,3466,絵本の外に、出して!\k,,,
0x0e02d7cc,20,3467,ギョエギョエ〜ッ!\k,,,
0x0e02d7e0,39,3468,おまえら、\nどうやって出てきたんだ!?\k,,,
0x0e02d808,37,3469,絵本はあと、\n279さつあるはずぅ!\k,,,
0x0e02d830,39,3470,まだまだ出て来れない\nはずなのにッ!!\k,,,
0x0e02d858,31,3471,もう、\nかんべんしないわよ!!\k,,,
0x0e02d878,36,3472,キャプテン、\n\%\b\nやっておしまいッ!\k,,,
0x0e02d89c,16,3473,アワワワワ……\k,,,
0x0e02d8ac,58,3474,あたしたち、カンカンなんだ\nからねッ!\nあんた見つけたら、\k,,,
0x0e02d8e8,66,3475,ギッタンギッタンのバラン\nバランにしてやろうと思って\nたんだから!\k,,,
0x0e02d92c,33,3476,さあ、みんな、\n用意はいいよね!\k,,,
0x0e02d950,12,3477,ゾゾ〜ッ!\k,,,
0x0e02d95c,51,3478,もうだまされないわよ!\n森を元にもどしなさいッ!!\k,,,
0x0e02d990,33,3479,わかったわかったッス!\nホイッ!\k,,,
0x0e02d9b4,45,3480,主人公がもどっていない\n絵本もあるじゃない!\k,,,
0x0e02d9e4,12,3481,それは……\k,,,
0x0e02d9f0,22,3482,早くもどすであるぞ!\k,,,
0x0e02da08,54,3483,ウワワ!\n近くのキャベツ畑の中に\nみんないるッスよ〜!\k,,,
0x0e02da40,33,3484,どうせまた、\nだますんでしょ!!\k,,,
0x0e02da64,68,3485,みんな、コイツ\nまだこりてないみたいよ!\nギッタンギッタンの、用意!\k,,,
0x0e02daa8,51,3486,オイラがもうウソ言うワケ\nないっショ!ホントだよ〜\k,,,
0x0e02dadc,60,3487,よし。じゃあ、次は\nハクサイだいまおうの\nかくれ家を教えて!\k,,,
0x0e02db18,18,3488,ドコにいるの!?\k,,,
0x0e02db2c,16,3489,そ、それは……\k,,,
0x0e02db3c,18,3490,はやく言えーッ!\k,,,
0x0e02db50,82,3491,そんなのオイラが話したって\nことがバレたら、後でひどい\nメにあわされちゃうじゃん!\k,,,
0x0e02dba4,24,3492,言えるワケないッショ!\k,,,
0x0e02dbbc,24,3493,ちょっと、あんた………\k,,,
0x0e02dbd4,62,3494,今、ひどいメにあわされる\nのと、後でひどいメにあわ\nされるの、\k,,,
0x0e02dc14,12,3495,どっちが、\n,,,
0x0e02dc20,9,3496,い ・,,,
0x0e02dc2c,5,3498,の?,,,
0x0e02dc34,2,3499,\k,,,
0x0e02dc38,27,3500,うひょ〜、ゆるしてェ〜ッ!,,,
0x0e02dc54,22,3502,あそこのキャベツ畑!\k,,,
0x0e02dc98,35,3504,ヒントだけで\nゆるしてくれ〜ッ!!\k,,,
0x0e02dcbc,24,3505,キャベツの中ァ〜ッ!?\k,,,
0x0e02dcd4,49,3506,バカはみーるぶたのシーリ!\nバイバイボヨヨ〜ン!\k,,,
0x0e02dd08,15,3507,あっ!まてえ!,,,
0x0e02f690,16,3509,なにアレ………\k,,,
0x0e02f6a0,22,3510,キャベツ………だね。\k,,,
0x0e02f6b8,37,3511,キャベツにしては、\nなんか変だモン。\k,,,
0x0e02f6e0,35,3512,まるで、\nハッパがクチなんだモン。\k,,,
0x0e02f704,28,3513,なんか……きもちワルイ……\k,,,
0x0e02f720,18,3514,どうしたの、\%\B!\k,,,
0x0e02f734,49,3515,\%\Bはキャベツの中に、\nなにかいると言っておるよ。\k,,,
0x0e02f768,55,3516,もしかしてパンプキンの言っ\nてた絵本の主人公って………\k,,,
0x0e02f7a0,20,3517,キャベツの中……?\k,,,
0x0e02f7b4,37,3518,とにかく、\n助けた方がよいであろう。\k,,,
0x0e02f7dc,9,3519,あ、\%\B!,,,
0x0e02f7e8,2,3520,\k,,,
0x0e02f7ec,22,3521,\%\B、\nうまい うまい!,,,
0x0e02f804,14,3522,\%\B、エライ!\k,,,
0x0e02f814,48,3523,\%\Bのハナで、\n他の主人公達も\nさがし出せるよね?\k,,,
0x0e0303f0,8,3524,\%\Bッ!\k,,,
0x0e0303f8,28,3525,ガーーッハッハッハッハッ…\k,,,
0x0e030414,10,3526,ダレッ!\k,,,
0x0e030420,33,3527,いいものを\nつかまえたわいのう。\k,,,
0x0e030570,41,3529,オレ様の名は、\nビッグ・ザ・キャベツ!!\k,,,
0x0e03059c,18,3530,おまえたちだな。\k,,,
0x0e0305b0,58,3531,コナマイキにも\nハクサイだいまおう様に\nさからうヤツらは。\k,,,
0x0e0305ec,16,3532,\%\Bを返して!!\k,,,
0x0e0305fc,34,3533,フン、\nそこにいるのは、\n\%\Mだな。\k,,,
0x0e030620,41,3534,オレ様になんか、\n言うコトがあるだろう?\k,,,
0x0e03064c,29,3535,\%\Bを返して!\nバカキャベツ!\k,,,
0x0e03066c,58,3536,なんだとお〜ッ!お前、\nあやまる気もないって\nえのかあ!?\k,,,
0x0e0306a8,60,3537,オレ様達に、\nあんなヒデェ〜こと\nしやがったクセにか〜ッ!?\k,,,
0x0e0306e4,22,3538,あんな、ヒドイこと?\n,,,
0x0e0306fc,16,3539,なんだろ………\k,,,
0x0e03070c,22,3540,思い出せないなァ……\k,,,
0x0e030724,54,3541,テメエ、\n期待させるだけさせといて、\nそりゃねえだろ!\k,,,
0x0e03075c,75,3542,クソ!\kハクサイだいまおう様\nがおまえから大事な思い出を\nうばわなくたって、\k,,,
0x0e0307a8,64,3543,おまえのことだから、きっと\n何もかもわすれてたにちがい\nねえや!\k,,,
0x0e0307e8,60,3544,フンッだ。\nあたし、ちゃんと思い出を\n全部おぼえてるもん!!\k,,,
0x0e030824,60,3545,ガーッハハハハハハハッ!!\nおかしいったらありゃせん\nのう。\k,,,
0x0e030860,47,3546,おまえが大切ないい思い出を\nおぼえているのは、\k,,,
0x0e030890,37,3547,み〜んなこの\%\Mランド\nにいるからだ。\k,,,
0x0e0308b8,61,3548,げんじつの世界のおまえと\nきたらどうかのう。\k\nん? どうだ?\k,,,
0x0e0308f8,6,3549,う…\k,,,
0x0e030900,22,3550,ガーッハハハハハッ!\k,,,
0x0e030918,58,3551,じゅくだの、宿題だの、\nゲームだ、学校だと\nいそがしくて、\k,,,
0x0e030954,55,3552,むかしのことなぞ考えている\nヒマなんてないではないか。\k,,,
0x0e03098c,58,3553,そこの\nジュディのことだって、\nクマ公のムクのことだって、\k,,,
0x0e0309c8,66,3554,鉄クズのガンボットも、\n\%\M一号のことも、\n半分わすれとったクセに!\k,,,
0x0e030a0c,10,3555,うう……\k,,,
0x0e030a18,68,3556,現実に帰ったら、おまえは\n思い出をぜ〜んぶ、キレイ\nさっぱり失って、\k,,,
0x0e030a5c,70,3557,ここにいるなかまのこと\nなんか、ちぃ〜とも思い出さ\nなくなるだろうよ。\k,,,
0x0e030aa4,78,3558,なにしろ、思い出はどんどん\nどんどん食べられて、なく\nなっているのだからのう。\k,,,
0x0e030af4,8,3559,………\k,,,
0x0e030afc,43,3560,ハクサイだいまおう様に\nさからったバツだ。\k,,,
0x0e030b28,56,3561,ま、歯向かうこと自体、\n56億7千万年早いんだが\nのう。\k,,,
0x0e030b60,72,3562,ここのことなんざどうだって\nいいから、おまえはさっさと\nげんじつに帰れ!\k,,,
0x0e030ba8,54,3563,うるさい!\nうるさいうるさーーーい!!\n\%\Bを返せッ!!\k,,,
0x0e030be0,20,3564,ンッべえェ〜〜ッ!\k,,,
0x0e030bf4,33,3565,こいつは\nオレ様がもらっておく。\k,,,
0x0e030c18,49,3566,中々かしこいようだし、\n役にたちそうではないか。\k,,,
0x0e030c4c,51,3567,だいまおう様のめし使いに\nちょうどよいではないか。\k,,,
0x0e030c80,16,3568,のう、ワン公。\k,,,
0x0e030c90,26,3569,召使いにはワシがなろう。\n,,,
0x0e030cac,27,3570,だから、\%\Bを返して\nくれ。\k,,,
0x0e030cc8,14,3571,キャプテン!\k,,,
0x0e030cd8,46,3572,フンッ!\kおまえなんか、\nヨボヨボじゃねえか。\k,,,
0x0e030d08,60,3573,こいつはまだ子犬だし、時間\nがたてば\%\Mのことも\nわすれるさ。\k,,,
0x0e030d44,53,3574,おまえなんかとこうかんな\nんて、ぜ〜んぜんダメだな。\k,,,
0x0e030d7c,14,3575,\%\Bを返せッ!\k,,,
0x0e030d8c,20,3576,セロリ・ブレード!\k,,,
0x0e030da0,47,3577,キャァァァ〜〜ッッ!!\n野菜くさ〜ッッッ!!!\k,,,
0x0e030dd0,28,3578,ガーッハハハハハハハッ!!\k,,,
0x0e030dec,58,3579,なんで……。\nどうしてあたしに\nそんなひどいことをするの!\k,,,
0x0e030e28,58,3580,ハクサイだいまおうは、\nあたしになんのウラミが\nあるの!!\k,,,
0x0e030e64,34,3581,待って!\n\%\Bを、\n\%\Bを返してッ!!\k,,,
0x0e031958,8,3582,!!\n\n\k,,,
0x0e031960,22,3583,\%\Mちゃん、あぶない!\k,,,
0x0e031978,14,3584,イタイッ!!\k,,,
0x0e031988,8,3585,ムク!\k,,,
0x0e031990,35,3586,イタイよ〜ッ!!\nイタイよ〜ッ!!\k,,,
0x0e0319b4,37,3587,ムク、あたしのために、\nゴメンね……\k,,,
0x0e0319dc,20,3588,ボク、役に立った?\k,,,
0x0e0319f0,10,3589,ムク……\k,,,
0x0e0319fc,30,3590,うん……。\nムク、ありがとう!,,,
0x0e031a1c,2,3591,\k,,,
0x0e031a20,56,3592,ボクはだいじょうぶだモン。\nだから、\%\Bを助けて\n上げて。\k,,,
0x0e031a58,51,3593,わかってる。だけど、ムクの\n手当てをしないと……。\k,,,
0x0e031a8c,39,3594,おじいちゃんの所に\n連れてってあげる。\k,,,
0x0e031ab4,28,3595,ボク、強いコになったモン。\k,,,
0x0e031ad0,58,3596,だから一人で、\%\M\nちゃんのおじいちゃんの所に\n行けるモン。\k,,,
0x0e031b0c,51,3598,ムク、成長したである!\nりっぱなたいどであるゾ!!\k,,,
0x0e031b40,33,3599,ホントに、\n一人でだいじょうぶ?\k,,,
0x0e031b64,33,3600,ウン、平気だモン。\nイタタタ……\k,,,
0x0e031b88,45,3601,ムリしちゃって……。\n強がることないのに……\k,,,
0x0e031bb8,10,3602,ううん。\k,,,
0x0e031bc4,56,3603,ムク、\%\Mちゃんたちの\n足手まといにはなりたくない\nモン。\k,,,
0x0e031bfc,45,3604,だから、\%\Bを助けに\n行ってあげてほしいモン。\k,,,
0x0e031c2c,48,3605,どうしよう……。\nキャプテン、\kクロックさん……\k,,,
0x0e031c5c,78,3606,ここで時間をムダにしている\nと、せっかくのムクの気持ち\nがムダになるであるぞ!\k,,,
0x0e031cac,64,3607,ちょっとオジサン、アンタ\nあいかわらず時間にうるさ\nいわねえ!?\k,,,
0x0e031cec,56,3608,でも、ちょっとは\nウルサくなくなったんじゃ\nなかったの?\k,,,
0x0e031d24,70,3609,時と場合によるであろう。\n\%\Bを助けたいなら、\nイッコクを争うのじゃぞ!\k,,,
0x0e031d6c,82,3610,そうだね……。じゃあムク、\nおじいちゃんの所に行って、\nケガをなおしてもらってね。\k,,,
0x0e031dc0,26,3611,そして、そこで待ってて。\k,,,
0x0e031ddc,68,3612,ウン。\%\Mちゃん、\nぜったいにおじいちゃんの\n小屋にもどってくるよね。\k,,,
0x0e031e20,21,3613,うん、やくそくする。,,,
0x0e0326e8,56,3615,でも、\n\%\Bをさらったキャベツ\nとハクサイだいまおうが……\k,,,
0x0e032720,41,3616,ドコにいるのか\nわかんないじゃない……。\k,,,
0x0e03274c,43,3617,それじゃ、ジュディたち何を\nしたらいいの?\k,,,
0x0e032778,9,3618,お願い!,,,
0x0e032784,14,3619,\%\Bを……、\n,,,
0x0e032794,17,3620,\%\Bを返してッ!!,,,
0x0e0327a8,16,3621,どうして……。\k,,,
0x0e0327b8,12,3622,\%\Mちゃん。\k,,,
0x0e0327c4,62,3623,フラワーブレスの力は、\nハクサイだいまおうよりも\n弱いんだよ。\k,,,
0x0e032804,31,3624,おじいちゃんも\n言ってたろう?\k,,,
0x0e032824,74,3625,どうやら、キャベツのヤツは\nいっしゅんでいどうできる力\nがあるらしいから、\k,,,
0x0e032870,45,3626,ハクサイだいまおうから\n\%\Bを取り返すことは…\k,,,
0x0e0328a0,53,3627,……取り返すことは、フラ\nワーブレスにはできないよ。\k,,,
0x0e0328d8,31,3628,じゃあ、\nどうすればいいの……\k,,,
