origin,pointers,origin_length,game_order,text_original,text_trans_dialogwidth,text_trans_bookwidth,text_trans_printwidth,notes_alts,,,,,,,,,,,,,,,,,,,,,,
0x0E04C784,0x0E04D7F0,20,3421,ことを食べてしまお{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E04C798,0x0E04D7F4,20,3422,うと考えたのです。{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E04C7AC,0x0E04D7F8,12,3423,ところが、{nl},,"But before he
could make a move,
Riding Hood opened
up the flap of her
basket and out
leapt a puppy!{np}",,"Instead,
Little Red Riding
Hood lifted the
flap of her basket
and out leapt
a little puppy!{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E04C7B8,0x0E04D7FC,14,3424,カゴのフタが{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E04C7C8,0x0E04D800,16,3425,開いたとたん、{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E04C7D8,0x0E04D804,12,3426,小さい犬が{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E04C7E4,0x0E04D808,12,3427,飛び出して{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E04C7F0,0x0E04D80C,18,3428,アングリと大口を{nl},,"The puppy bit
at the wolf's
gaping jaw,
and the
big bad wolf
was defeated!",,,,,,,,,,,,,,,,,,,,,,,,
0x0E04C804,0x0E04D810,20,3429,開いていたオオカミ{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E04C818,0x0E04D814,20,3430,のアゴにかみついて{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E04C82C,0x0E04D818,20,3431,オオカミをやっつけ{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E04C840,0x0E04D81C,17,3432,てしまいました。,{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E04C854,0x0E04D9CC,12,3434,ひえ〜っ！{nl},Wahhhh!!{nl},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E04C860,0x0E04D9D0,28,3435,まいった、まいりましたぁ。{np},I give up! I give uuuuup!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E04C87C,0x0E04D9D4,14,3436,やったね！！{np},Victory!!!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E04C88C,0x0E04D9E0,20,3438,小屋の中に放りこま{nl},,"Next, Little Red
Riding Hood freed
her grandmother{nl}",,"Little Red Riding
Hood freed her
grandmother from
the closet she
had been crammed
into.",,,,,,,,,,,,,,,,,,,,,,
0x0E04C8A0,0x0E04D9E4,20,3439,れていたおばあさん{nl},,"from the closet
she was crammed{nl}",,,,,,,,,,,,,,,,,,,,,,,,
0x0E04C8B4,0x0E04D9E8,20,3440,を助け出しました。{np},,into.{np},,,,,,,,,,,,,,,,,,,,,,,,
0x0E04C8C8,0x0E04D9EC,10,3441,そして、{nl},,"Finally, she
turned in the
wolf to a hunter
who was passing
through,{np}",,"At last, she
turned in the
wolf to an old
man who was
hunting nearby,{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E04C8D4,0x0E04D9F0,14,3442,通りがかった{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E04C8E4,0x0E04D9F4,20,3443,りょうしのおじさん{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E04C8F8,0x0E04D9F8,18,3444,にオオカミを引き{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E04C90C,0x0E04D9FC,10,3445,わたし、{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E04C918,0x0E04DA00,20,3446,森に平和をもたらし{nl},,"and thus, peace
was restored to
the forest.{np}",,"* I'm adding my own {np} here, it looks wrong to
continue on without one",,,,,,,,,,,,,,,,,,,,,,
0x0E04C92C,0x0E04DA04,14,3447,たのでした。{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E04C93C,0x0E04DA08,3,3448,{hsp}{nl},,{hsp}{nl},,,,,,,,,,,,,,,,,,,,,,,,
0x0E04C940,0x0E04DA0C,20,3449,めでたしめでたし。{np},,"And they lived
happily ever
after.{np}",,The end.{np},,,,,,,,,,,,,,,,,,,,,,
0x0E04C954,0x0E04DA10,22,3450,ねえ、キリがないよ。{nl},"Look, the fog's cleared up!
There's got to be some way
out of here now...{np}",,,"Hey, the fog's clearing!
Maybe we can finally get out
of the storybooks now??{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E04C96C,0x0E04DA14,22,3451,どうやったら絵本から{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E04C984,0x0E04DA18,16,3452,出られるの？？{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E04C994,0x0E04DA1C,21,3453,仕方ないであるな。{np}{nl},"Hrmm... no other options
come to mind...{np}",,,"Hrmm... I do not see another
option...{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E04C9AC,0x0E04DA20,12,3454,{momo}ちゃん、{np},"{clr}{momomo}, what if we wished
on the Flower Bracelet,
just this once?{np}",,,"{momomo}, what do you think
of using the powers of your
Flower Bracelet, just this once?",,,,,,,,,,,,,,,,,,,,,,
0x0E04C9B8,0x0E04DA24,14,3455,ここは一つ、{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E04C9C8,0x0E04DA28,22,3456,フラワーブレスの力を{nl},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E04C9E0,0x0E04DA2C,24,3457,借りてはどうであるか？{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E04C9F8,0x0E04DA30,11,3458,そっか！{np}{nl},Of course!{np}{nl},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E04CA04,0x0E04DA34,14,3459,もっと、早く{nl},"Geez, we should have
thought of that earlier...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E04CA14,0x0E04DA38,22,3460,気づけばよかったね。{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E04CA2C,0x0E04DA3C,12,3461,{momo}ちゃん、{nl},"{momomo},
it's up to you!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E04CA38,0x0E04DA40,14,3462,お願いして！{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E04CA48,0x0E04DA44,8,3463,うん。{nl},Right!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E04CA50,0x0E04DA48,18,3464,フラワーブレス！{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E04CA64,0x0E04DA4C,10,3465,お願い！{nl},"Flower Bracelet!{np}
I wish for us all to be
released from these books!{np}",,,"Flower Bracelet!{np}
Please! Set us free from
these storybooks!",,,,,,,,,,,,,,,,,,,,,,
0x0E04CA70,0x0E04DA50,22,3466,絵本の外に、出して！{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02D7CC,0x0E02DEE4,20,3467,ギョエギョエ〜ッ！{np},UWWAAAAAHHHH!!!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02D7E0,0x0E02DEF0,39,3468,おまえら、{nl}どうやって出てきたんだ！？{np},"How'd you get out
of there?!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02D808,0x0E02DEF4,37,3469,絵本はあと、{nl}２７９さつあるはずぅ！{np},"You're SUPPOSED to have
279 more books to go!!{np}",,,"You were supposed to have
279 more books to go!",,,,,,,,,,,,,,,,,,,,,,
0x0E02D830,0x0E02DEF8,39,3470,まだまだ出て来れない{nl}はずなのにッ！！{np},"You're not SUPPOSED
to escape!!!!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02D858,0x0E02DF0C,31,3471,もう、{nl}かんべんしないわよ！！{np},"This is where your
story ends!{np}",,,You're finished now!{np},,,,,,,,,,,,,,,,,,,,,,
0x0E02D878,0x0E02DF10,36,3472,キャプテン、{nl}{baku}{nl}やっておしまいッ！{np},"Captain, {doggie},
finish him!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02D89C,0x0E02DF1C,16,3473,アワワワワ……{np},Ahh...h-heh...eh-heh-heh...{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02D8AC,0x0E02E104,58,3474,あたしたち、カンカンなんだ{nl}からねッ！{nl}あんた見つけたら、{np},"I've never been more furious
than I am at this moment!
Hold me back!!!!{np}",,,Don't test us! We're raging out!!!,,,,,,,,,,,,,,,,,,,,,,
0x0E02D8E8,0x0E02E110,66,3475,ギッタンギッタンのバラン{nl}バランにしてやろうと思って{nl}たんだから！{np},"So help me, I'll smash and
smash and smash you until
you're baby food!!!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02D92C,0x0E02E11C,33,3476,さあ、みんな、{nl}用意はいいよね！{np},"Alright everyone,
take aim....!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02D950,0x0E02E128,12,3477,ゾゾ〜ッ！{np},N-nooooooo!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02D95C,0x0E02E134,51,3478,もうだまされないわよ！{nl}森を元にもどしなさいッ！！{np},"No more tricks! Now return
this forest to how you
found it!!!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02D990,0x0E02E138,33,3479,わかったわかったッス！{nl}ホイッ！{np},"Okay, okay!!
HoOOOOoooOOoIIii....!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02D9B4,0x0E02E15C,45,3480,主人公がもどっていない{nl}絵本もあるじゃない！{np},"Now, there's just the matter
of the characters you
took from their stories!{np}",,,"Now, there's still the
matter of those heroes you
haven't returned to their stories!",,,,,,,,,,,,,,,,,,,,,,
0x0E02D9E4,0x0E02E160,12,3481,それは……{np},About that...{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02D9F0,0x0E02E164,22,3482,早くもどすであるぞ！{np},"You will return them
at once!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02DA08,0x0E02E324,54,3483,ウワワ！{nl}近くのキャベツ畑の中に{nl}みんないるッスよ〜！{np},"Uhhh-heh-heh... I moved 'em,
they're all in the cabbage
patch over there now!{np}",,,"You can find them all in
that cabbage patch over
there! I swear!!{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E02DA40,0x0E02E330,33,3484,どうせまた、{nl}だますんでしょ！！{np},"I can't believe it! You're
seriously trying to trick
us AGAIN!?{np}",,,"You can't seriously think
you can trick us again!?",,,,,,,,,,,,,,,,,,,,,,
0x0E02DA64,0x0E02E338,68,3485,みんな、コイツ{nl}まだこりてないみたいよ！{nl}ギッタンギッタンの、用意！{np},"Looks like Mr. Pumpkin
hasn't learned his lesson!
Get ready to smash him!!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02DAA8,0x0E02E34C,51,3486,オイラがもうウソ言うワケ{nl}ないっショ！ホントだよ〜{np},"I'm noooot lyyyyinnnn'
this time!
...I swears...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02DADC,0x0E02E35C,60,3487,よし。じゃあ、次は{nl}ハクサイだいまおうの{nl}かくれ家を教えて！{np},"Fine, next question.
Where do we find the
Dark Lord Cabbage?{np}",,,"Fine. Then next, you're
gonna tell us where to find
the Dark Lord Cabbage!{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E02DB18,0x0E02E360,18,3488,ドコにいるの！？{np},TELL US!!!{np},,,WHERE IS IT?!,,,,,,,,,,,,,,,,,,,,,,
0x0E02DB2C,0x0E02E364,16,3489,そ、それは……{np},It's... That's...{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02DB3C,0x0E02E368,18,3490,はやく言えーッ！{np},Spit it out!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02DB50,0x0E02E36C,82,3491,そんなのオイラが話したって{nl}ことがバレたら、後でひどい{nl}メにあわされちゃうじゃん！{np},"B- but, if word gets out
that I spilled, I'm afraid
what they might do to me!{np}",,,"B- but, if it gets out that
I spilled, they'll make
me suffer for it!{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E02DBA4,0x0E02E370,24,3492,言えるワケないッショ！{np},I can't! I won't say!{np},,,I can't! I won't say!{np},,,,,,,,,,,,,,,,,,,,,,
0x0E02DBBC,0x0E02E540,24,3493,ちょっと、あんた………{np},"Oh, you SHOULD be afraid...{np}",,,"Oh, no...",You know...{np},,,,,,,,,,,,,,,,,,,,,
0x0E02DBD4,0x0E02E56C,62,3494,今、ひどいメにあわされる{nl}のと、後でひどいメにあわ{nl}されるの、{np},"But the question you should
be asking yourself is...
who are you more afraid of?{np}",,,"You're gonna suffer either
way... the question is, who
are you more afraid of?","You SHOULD be afraid. But
you have to ask yourself,
who are you more afraid of?{np}",,,,,,,,,,,,,,,,,,,,,
0x0E02DC14,0x0E02E578,12,3495,どっちが、{nl},Them? ,,,Them? ,,,,,,,,,,,,,,,,,,,,,,
0x0E02DC20,0x0E02E57C,9,3496,い　・　,Or... ,,,or... ,,,,,,,,,,,,,,,,,,,,,,
0x0E02DC2C,0x0E02E580,5,3498,の？,ME?,,,ME?,,,,,,,,,,,,,,,,,,,,,,
0x0E02DC34,0x0E02E584;0x0E02E6DC,2,3499,{np},{np},,,{np},,,,,,,,,,,,,,,,,,,,,,
0x0E02DC38,0x0E02E594,27,3500,うひょ〜、ゆるしてェ〜ッ！,"Eyyaaaaahhhh!!!
Let me gooooo!!!",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02DC54,0x0E02E5A0,22,3502,あそこのキャベツ畑！{np},The cabbage patch!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02DC6C,0x0E02E5A8,42,,そこのキャベツの中に{nl}\x09ヒントがあるから！{np},"Look inside the big cabbage
there! I'm sorry!
That's all I can say!{np}",,,"Look in the big cabbage!!!
I'm sorry!
That's all I can say!{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E02DC98,0x0E02E5AC,35,3504,ヒントだけで{nl}ゆるしてくれ〜ッ！！{np},{empty},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02DCBC,0x0E02E5B0,24,3505,キャベツの中ァ〜ッ！？{np},"Wait, INSIDE the
big cabbage?!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02DCD4,0x0E02E6C0,49,3506,バカはみーるぶたのシーリ！{nl}バイバイボヨヨ〜ン！{np},"MADE YA LOOK, ya dumb
pig farts!!!
BYEBYEEEEEEHEHEHEEHE!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02DD08,0x0E02E6CC,15,3507,あっ！まてえ！,"Hey, wait!!",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CHAPTER 9,,,,,,,,,,,,,,,,,,,,,,
0x0E02F690,0x0E02F9F4,16,3509,なにアレ………{np},What ARE those things...?{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02F6A0,0x0E02FA04,22,3510,キャベツ………だね。{np},They're... cabbages?{np},,,"I mean...
they're cabbages, right?{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E02F6B8,0x0E02FA08,37,3511,キャベツにしては、{nl}なんか変だモン。{np},"There's something strange
about them, though...{np}",,,"I don't think these are
normal cabbages...{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E02F6E0,0x0E02FA0C,35,3512,まるで、{nl}ハッパがクチなんだモン。{np},"It looks like their...
leaves are... mouths??{np}",,,"It's almost like... their
leaves are... mouths??{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E02F704,0x0E02FA10,28,3513,なんか……きもちワルイ……{np},They're weirding me out...{np},,,"They're giving me the
creeps...{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E02F720,0x0E02FA38,18,3514,どうしたの、{baku}！{np},"What is it, {doggie}?{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02F734,0x0E02FC0C,49,3515,{baku}はキャベツの中に、{nl}なにかいると言っておるよ。{np},"{doggie} says there's
something inside that
cabbage!{np}",,,"{doggie} says he sees
something in that
cabbage.{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E02F768,0x0E02FC1C,55,3516,もしかしてパンプキンの言っ{nl}てた絵本の主人公って………{np},"Was the Pumpkin telling the
truth? Could it really be
the missing characters?{np}",,,"You don't think it's
actually one of the
characters from those stories?",,,,,,,,,,,,,,,,,,,,,,
0x0E02F7A0,0x0E02FC24,20,3517,キャベツの中……？{np},They're being... EATEN!?{np},,,...INSIDE a cabbage?{np},,,,,,,,,,,,,,,,,,,,,,
0x0E02F7B4,0x0E02FC28,37,3518,とにかく、{nl}助けた方がよいであろう。{np},"In that case, we had better
help them out!{np}",,,"If so, we had better help!{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E02F7DC,0x0E02FC34,9,3519,あ、{baku}！,Ah! {doggie}!,,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02F7E8,0x0E02FDFC,2,3520,{np},{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02F7EC,0x0E02FE2C,22,3521,{baku}、{nl}うまい　うまい！,WOW! {doggie}!!!,,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02F804,0x0E02FF84,14,3522,{baku}、エライ！{np},"{doggie}, VERY good boy!!!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E02F814,0x0E02FF90,48,3523,{baku}のハナで、{nl}他の主人公達も{nl}さがし出せるよね？{np},"{doggie}, do you think you
can use your nose to sniff
out the other characters?{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0509D0,0x0E050BD4,112,,{momo}ちゃん。{np}{clr}{baku}の鼻を使って{nl}絵本の主人公を{nl}探すのよ！{np}{clr}{baku}の動かし方は{nl}イモ畑の時とおんなじで{nl}十字キーを使うの。{np},"{momomo}, use {doggie}'s
sense of smell to search
for the missing characters!{np}{clr}Use {dpad_all} to move {doggie}
around, just like you did
in the potato patch.{np}",,,SG2,,,,,,,,,,,,,,,,,,,,,,
0x0E050A40,0x0E050BE0,49,,ニオイはキャベツの方に{nl}十字キーを押せばいいわ。{np},"To sniff out a cabbage,
bump {doggie} into it
from any side!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E050A74,0x0E050BE4,82,,絵本の主人公は５人。{nl}早く助けないと{nl}完全に食べられちゃうわ{np}{clr}がんばって{momo}ちゃん！{np},"There are 5 characters stuck
in the cabbage patch. Rescue
them before they're eaten!{np}{clr}Good luck, {momomo}!{np}",,,"There should be 5 characters
scattered around the patch.
Hurry and save them before they're eaten!",,,,,,,,,,,,,,,,,,,,,,
0x0E050BE8,0x0E051184,72,,ヒューッ、助かったよ。{nl}ありがとう。{np}{clr}ボク、ピーターパン！{nl}ヨロシクね。{np},"Ahhhhh, I'm free!
Thank you!{np}{clr}Allow me to introduce
myself. I'm Peter Pan!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E050C30,0x0E051194,108,,キャー、ピーターパンよ！{np}{clr}ジュディ、{nl}ピーターパンのお話{nl}大好きなんだ！{np}{clr}ピーターパンさん！{np}{nl}あくしゅして！{np},"Eeeeeee!!! PETER PAN!!!{np}
{clr}Judy LOVES your story!{np}
{clr}Oh! Mr. Pan! Mr. Pan!
Can I shake your hand??!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E050C9C,0x0E05119C,20,,あ、あぁ、いいよ。{np},"Um, yeah. Sure, kid...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E050CB0,0x0E0511A0,41,,それから、え〜と{nl}サイン、サインっと……{np},"Oh! Oh!
Just one more thing, ummm...
Can we take a selfie???{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E050CDC,0x0E0511A4,65,,あ、あの、ボク、{nl}絵本にもどらなくちゃあ……{np}{nl}どうもありがとう！{np},"Uhhh, I, uh... think I hear
Tinkerbell ringing...{np}
Gotta run! Thanks, guys!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E050D20,0x0E0511A8,49,,あ、そんなーっ{nl}まってよ〜！{nl}ピーターパンさん！{np}{clr},"Ah, no! Wait!!
Mr. Pan!!!{np}{clr}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E050D54,0x0E0511AC,42,,ジュディ、そのくらいに{nl}しておきなさい。{np}{clr},"Judy! Get a hold of
yourself, for Pete's sake!{np}{clr}",,,Judy! Get a grip!{np}{clr},,,,,,,,,,,,,,,,,,,,,,
0x0E050D80,0x0E0511B0,22,,ちぇ、つまんないの。{np},Tch!! Party pooper...{np},,,Tsk!! You're no fun.{np},,,,,,,,,,,,,,,,,,,,,,
0x0E050D98,0x0E051340,25,,ぷは〜っ！{nl}助かったよ。{np},Puhaaaa! I'm saved!{np},,,* TODO Replace with... Robin Hood? Another char?,,,,,,,,,,,,,,,,,,,,,,
0x0E050DB4,0x0E051350,36,,なんかせなかに{nl}ナベ付けてるモン！{np}{clr},"Huh? It has a pot on its
back!{np}{clr}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E050DD8,0x0E051358,64,,ムク、{nl}あれは”ちゃがま”よ。{np}{clr}ぶんぶくちゃがまの{nl}タヌキさん。{np},"That's a teakettle, Barry!{np}
{clr}It's the Lucky Teakettle,
the raccoon they call
""Bunbuku Chagama!""{np}
{clr}Don't you know your
traditional Japanese folk
tales?{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E050E18,0x0E05135C,115,,いや〜ありがとう。{nl}キャベツに食べられた時は{nl}どうなるかと思ったよ。{np}{clr}本当にありがとう！{nl}ポ・ン・ポ・コ・リーーン！{np},"Ahhhh, thank you!{np}
{clr}When this cabbage started
trying to eat me, I thought
I was a goner for sure!{np}
{clr}{music}Pon-poko-riiiiiin!{music}{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E050E8C,0x0E051360,24,,あなたキンタロウさん？{np},Are you... Tarzan?{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E050EA4,0x0E051364,82,,イエ〜ス{nl}ミーがキンタロウね！{np}{clr}助けてくれてサンキューね。{nl}それじゃあ、バイバイ！{np},"Yes- me- Tarzan!{np}
{clr}You- save- me- thank!
Okay- bye- bye!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E050EF8,0x0E051368,24,,なんか……ヘンなヤツ！{np},Huh... weird guy!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E050F10,0x0E05136C,40,,助かったニャーン。{np}{nl}ありがとニャーン。{np},"You saved me!!{np}
Thank mew!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E050F38,0x0E051370,32,,あのネコ、{nl}長グツはいてるよ。{np}{clr},That cat's wearing shoes!{np}{clr},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E050F58,0x0E051374,44,,あれは{nl}長グツをはいたネコの{nl}主人公じゃよ。{np},"It's Puss-in-Boots,
of course.{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E050F84,0x0E051378,20,,バイバイニャーン。{np},Byebyee-nyaaa!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E050F98,0x0E05137C,58,,さあ、{momo}ちゃん。{nl}絵本の主人公はあと一人よ。{nl}がんばって！{np},"Hey, {momomo}!
There's only one character
left to find. Good luck!{np}",,,"Hey, listen!
There's only one character
left to find. You got this!{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E050FD4,0x0E0513F0,19,,キャァァァァッ！{np}{clr},AIEEEEEE!!!{np}{clr},,,Last character found in search game?,,,,,,,,,,,,,,,,,,,,,,
0x0E050FE8,0x0E0513FC,26,,どうしたの！ジュディ！！{np},Judy! What happened?!{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0303F0,0x0E030540,8,3524,{baku}ッ！{np},{doggie}!!!{np},,,CH9 Post-game,,,,,,,,,,,,,,,,,,,,,,
0x0E0303F8,0x0E030554;0x0E03104C,28,3525,ガーーッハッハッハッハッ…{np},GAAAHH-HA-HA-HAAA....{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E030414,0x0E030558,10,3526,ダレッ！{np},Who's there!?{np},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E030420,0x0E03055C,33,3527,いいものを{nl}つかまえたわいのう。{np},"Ooooh, caught myself
a tasty one...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E030570,0x0E031058,41,3529,オレ様の名は、{nl}ビッグ・ザ・キャベツ！！{np},"You may call me...
THE BIG CABBAGE!{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03059C,0x0E031064,18,3530,おまえたちだな。{np},"Oh, it's you...{np}",,,"Well, if it isn't
yourselves...",,,,,,,,,,,,,,,,,,,,,,
0x0E0305B0,0x0E031068,58,3531,コナマイキにも{nl}ハクサイだいまおう様に{nl}さからうヤツらは。{np},"The impudent fools
who dare to oppose
our Dark Lord Cabbage!{np}",,,"The very same impudent fools
foolish enough to oppose
our Dark Lord Cabbage!{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E0305EC,0x0E031074,16,3532,{baku}を返して！！{np},Let {doggie} go!{np},,,Give back {doggie}!{np},,,,,,,,,,,,,,,,,,,,,,
0x0E0305FC,0x0E031078,34,3533,フン、{nl}そこにいるのは、{nl}{momo}だな。{np},"Ahhh, and you must be
the one called {momomo}...{np}",,,"Ahhh, and you must be
the one they call
{momomo}...",,,,,,,,,,,,,,,,,,,,,,
0x0E030620,0x0E03107C,41,3534,オレ様になんか、{nl}言うコトがあるだろう？{np},"Now, was there something
you wanted to say to me,
little girl?{np}",,,"Was there something
you wanted to say,
little girl?{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E03064C,0x0E031080,29,3535,{baku}を返して！{nl}バカキャベツ！{np},"Let him go,
you dumb cabbage!{np}",,,"* key phrase: translate ""baka"" same way for DLC. e.g. could potentially use ""stinky""",,,,,,,,,,,,,,,,,,,,,,
0x0E03066C,0x0E031098,58,3536,なんだとお〜ッ！お前、{nl}あやまる気もないって{nl}えのかあ！？{np},"Wh-what!? You...
You apologize for that
right now!{np}",,,"Ngghk! You should choose
your words more carefully!{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E0306A8,0x0E03109C,60,3537,オレ様達に、{nl}あんなヒデェ〜こと{nl}しやがったクセにか〜ッ！？{np},"How... how dare you
say such hurtful
things to us!!?!{np}",,,"* key phrase, translate ""hidoi koto"" same way for confrontation with DLC",,,,,,,,,,,,,,,,,,,,,,
0x0E0306E4,0x0E0310A0,22,3538,あんな、ヒドイこと？{nl},Such... hurtful things?{nl},,,,,,,,,,,,,,,,,,,,,,,,,
0x0E0306FC,0x0E0310B8,16,3539,なんだろ………{np},"Where have I heard that
phrase before...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E03070C,0x0E0310BC,22,3540,思い出せないなァ……{np},"It's no use,
I can't remember...{np}",,,,,,,,,,,,,,,,,,,,,,,,,
0x0E030724,0x0E0312A8,54,3541,テメエ、{nl}期待させるだけさせといて、{nl}そりゃねえだろ！{np},"UNREAL!{np}
I can't BELIEVE I got my
hopes up for NOTHING!{np}",,,"Y-you! You're joking!
I can't believe I got my
hopes up for nothing!!",,,,,,,,,,,,,,,,,,,,,,
0x0E03075C,0x0E0312AC,75,3542,クソ！{np}ハクサイだいまおう様{nl}がおまえから大事な思い出を{nl}うばわなくたって、{np},"That's so like you!!
Even if the Dark Lord
Cabbage WASN'T stealing {np}",,,"EVEN IF the Dark Lord
Cabbage wasn't stealing
your memories,{np}",,,,,,,,,,,,,,,,,,,,,,
0x0E0307A8,0x0E0312B0,64,3543,おまえのことだから、きっと{nl}何もかもわすれてたにちがい{nl}ねえや！{np},"your memories, you STILL
wouldn't remember what you
had for BREAKFAST!{np}",,,"you couldn't recall what you
had for breakfast! That's
so like you!!!{np}",,,,,,,,,,,,,,,,,,,,,,
